Check Number   Amount         Running Total
478311         12272.8        2,127,466.22
478312         10000.0        2,137,466.22
478332         5000.0         2,142,466.22
478338         1141.0         2,143,607.22
478362         1274.26        2,144,881.48
478374         2500.0         2,147,381.48
478379         361.85         2,147,743.33
478380         1142.91        2,148,886.24
478392         341.34         2,149,227.58
478397         7400.0         2,156,627.58
478403         14600.0        2,171,227.58
478417         1500.0         2,172,727.58
478423         947.0          2,173,674.58
478434         8000.0         2,181,674.58
478477         11.3           2,181,685.88
478489         18.0           2,181,703.88
478490         29.52          2,181,733.40
478493         4.75           2,181,738.15
478494         59.5           2,181,797.65
478497         173.31         2,181,970.96
478499         20.36          2,181,991.32
478502         2.09           2,181,993.41
478505         33.81          2,182,027.22
478507         15.0           2,182,042.22
478508         20.0           2,182,062.22
478510         1026.79        2,183,089.01
478511         20.0           2,183,109.01
478512         282.73         2,183,391.74
478519         52.03          2,183,443.77
478526         82.11          2,183,525.88
478527         672.49         2,184,198.37
478530         10.0           2,184,208.37
478531         356.82         2,184,565.19
478533         8084.0         2,192,649.19
478534         4000.0         2,196,649.19
478535         383.0          2,197,032.19
478536         1000.0         2,198,032.19
478537         2000.0         2,200,032.19
478538         9000.0         2,209,032.19
478539         7000.0         2,216,032.19
478540         1900.0         2,217,932.19
478541         1360.0         2,219,292.19
478542         790.0          2,220,082.19
478543         700.58         2,220,782.77
478544         1367.16        2,222,149.93
478570         175.0          2,222,324.93
478589         215.22         2,222,540.15
478612         12000.0        2,234,540.15
478620         877.73         2,235,417.88
478621         1400.0         2,236,817.88
478627         555.85         2,237,373.73
478632         1709.48        2,239,083.21
478639         400.38         2,239,483.59
478650         1712.68        2,241,196.27
478653         1000.0         2,242,196.27
478671         8500.0         2,250,696.27
478679         6930.0         2,257,626.27
478698         412.0          2,258,038.27
478706         4712.76        2,262,751.03
478716         5690.0         2,268,441.03
478719         5700.0         2,274,141.03
478738         10000.0        2,284,141.03
478796         3400.0         2,287,541.03
478820         790.0          2,288,331.03
478829         2000.0         2,290,331.03
478830         3500.0         2,293,831.03
478863         14300.0        2,308,131.03
478891         10000.0        2,318,131.03
478936         7000.0         2,325,131.03
478946         3000.0         2,328,131.03
478956         3003.88        2,331,134.91
478975         2433.91        2,333,568.82
478989         652.0          2,334,220.82
478993         1200.0         2,335,420.82
478995         398.21         2,335,819.03
478998         1413.73        2,337,232.76
479006         877.8          2,338,110.56
479020         8000.0         2,346,110.56
479058         1696.24        2,347,806.80
479092         5970.0         2,353,776.80
479106         672.2          2,354,449.00
479111         10000.0        2,364,449.00
479117         2500.0         2,366,949.00
479119         5600.0         2,372,549.00
479120         1600.0         2,374,149.00
479121         1141.04        2,375,290.04
479126         1400.0         2,376,690.04
479143         1400.0         2,378,090.04
479169         2800.0         2,380,890.04
479172         1500.0         2,382,390.04
479184         2000.0         2,384,390.04
479185         5500.0         2,389,890.04
479187         12000.0        2,401,890.04
479229         10000.0        2,411,890.04
479239         655.94         2,412,545.98
479247         38000.0        2,450,545.98
479265         46.36          2,450,592.34
479266         42.84          2,450,635.18
479273         41.29          2,450,676.47
479275         5.01           2,450,681.48
479276         422.12         2,451,103.60
479278         10.0           2,451,113.60
479280         26.27          2,451,139.87
479283         84.94          2,451,224.81
479284         39.78          2,451,264.59
479286         6.12           2,451,270.71
479288         278.8          2,451,549.51
479292         60.77          2,451,610.28
479301         200.26         2,451,810.54
479303         2483.34        2,454,293.88
479304         3040.41        2,457,334.29
479306         100.0          2,457,434.29
479307         200.16         2,457,634.45
479308         588.39         2,458,222.84
479309         25.44          2,458,248.28
479313         62.79          2,458,311.07
479316         549.21         2,458,860.28
479323         265.69         2,459,125.97
479330         31.15          2,459,157.12
479331         300.47         2,459,457.59
479332         57.01          2,459,514.60
479333         500.55         2,460,015.15
479334         149.26         2,460,164.41
479337         647.95         2,460,812.36
479341         250.27         2,461,062.63
479342         17.16          2,461,079.79
479343         1000.79        2,462,080.58
479344         87.72          2,462,168.30
479346         54.18          2,462,222.48
479348         199.76         2,462,422.24
479351         1700.01        2,464,122.25
479354         501.27         2,464,623.52
479355         415.31         2,465,038.83
479358         975.01         2,466,013.84
479360         416.72         2,466,430.56
479361         256.4          2,466,686.96
479362         67.72          2,466,754.68
479365         312.17         2,467,066.85
479366         496.52         2,467,563.37
479367         83.54          2,467,646.91
479368         190.32         2,467,837.23
479370         401.11         2,468,238.34
479371         834.9          2,469,073.24
479372         415.31         2,469,488.55
479373         4614.32        2,474,102.87
479375         416.72         2,474,519.59
479377         345.61         2,474,865.20
479380         10.49          2,474,875.69
479395         2.84           2,474,878.53
479400         3765.03        2,478,643.56
479401         6000.0         2,484,643.56
479402         3000.0         2,487,643.56
479403         10000.0        2,497,643.56
479404         900.0          2,498,543.56
479405         993.81         2,499,537.37
479406         706.02         2,500,243.39
479407         810.66         2,501,054.05
479409         500.0          2,501,554.05
479410         10000.0        2,511,554.05
479418         3305.26        2,514,859.31
479419         2000.0         2,516,859.31
479421         2205.65        2,519,064.96
479423         18000.0        2,537,064.96
479424         1400.0         2,538,464.96
479425         2505.99        2,540,970.95
479426         3900.0         2,544,870.95
479427         1500.0         2,546,370.95
479428         500.0          2,546,870.95
479429         700.0          2,547,570.95
479431         668.3          2,548,239.25
479432         4396.0         2,552,635.25
479437         5493.66        2,558,128.91
479455         2079.22        2,560,208.13
479464         4444.82        2,564,652.95
479467         6618.69        2,571,271.64
479490         463.77         2,571,735.41
479515         3400.0         2,575,135.41
479536         12000.0        2,587,135.41
479541         1000.0         2,588,135.41
479594         2641.29        2,590,776.70
479606         5000.0         2,595,776.70
479608         10000.0        2,605,776.70
479613         6015.24        2,611,791.94
479617         1300.0         2,613,091.94
479626         600.0          2,613,691.94
479633         3060.0         2,616,751.94
479667         15000.0        2,631,751.94
479670         9300.0         2,641,051.94
479673         9400.0         2,650,451.94
479682         325.0          2,650,776.94
479683         6000.0         2,656,776.94
479690         4901.62        2,661,678.56
479701         7000.0         2,668,678.56
479719         2276.0         2,670,954.56
479730         12000.0        2,682,954.56
479751         9665.0         2,692,619.56
479755         4000.0         2,696,619.56
479760         10000.0        2,706,619.56
479772         8000.0         2,714,619.56
479783         4500.0         2,719,119.56
479799         160.0          2,719,279.56
479814         1758.68        2,721,038.24
479828         1579.79        2,722,618.03
479870         3000.0         2,725,618.03
479884         428.0          2,726,046.03
479886         1872.0         2,727,918.03
479923         6100.0         2,734,018.03
479956         1134.25        2,735,152.28
479968         6000.0         2,741,152.28
479973         4200.0         2,745,352.28
479974         2300.0         2,747,652.28
479977         8306.8         2,755,959.08
479983         270.0          2,756,229.08
479986         4000.0         2,760,229.08
479996         39.5           2,760,268.58
479997         30.0           2,760,298.58
480000         300.84         2,760,599.42
480006         34.2           2,760,633.62
480007         200.24         2,760,833.86
480008         200.24         2,761,034.10
480012         200.12         2,761,234.22
480014         247.6          2,761,481.82
480016         114.85         2,761,596.67
480020         501.39         2,762,098.06
480021         129.17         2,762,227.23
480022         1002.6         2,763,229.83
480023         300.6          2,763,530.43
480024         27.74          2,763,558.17
480026         200.34         2,763,758.51
480028         134.83         2,763,893.34
480031         200.26         2,764,093.60
480032         28.96          2,764,122.56
480044         64.87          2,764,187.43
480045         164.71         2,764,352.14
480048         64.87          2,764,417.01
480050         751.65         2,765,168.66
480059         63.0           2,765,231.66
480063         52.28          2,765,283.94
480068         2000.0         2,767,283.94
480069         2879.1         2,770,163.04
480073         70.0           2,770,233.04
480074         468.1          2,770,701.14
480094         1650.24        2,772,351.38
480096         3997.0         2,776,348.38
480097         1267.14        2,777,615.52
480098         2700.0         2,780,315.52
480099         2500.0         2,782,815.52
480100         1300.0         2,784,115.52
480101         2400.0         2,786,515.52
480102         7297.95        2,793,813.47
480103         2455.65        2,796,269.12
480104         3356.88        2,799,626.00
480105         3389.23        2,803,015.23
480106         882.52         2,803,897.75
480107         6879.76        2,810,777.51
480108         7169.71        2,817,947.22
480114         3046.37        2,820,993.59
480115         2713.49        2,823,707.08
480116         2490.3         2,826,197.38
480120         3500.0         2,829,697.38
480121         3500.0         2,833,197.38
480122         9050.0         2,842,247.38
480123         6900.0         2,849,147.38
480124         4500.0         2,853,647.38
480125         4000.0         2,857,647.38
480126         2000.0         2,859,647.38
480128         1125.42        2,860,772.80
480129         4800.0         2,865,572.80
480130         2000.0         2,867,572.80
480131         1000.0         2,868,572.80
480132         392.91         2,868,965.71
480133         2189.2         2,871,154.91
480134         3600.0         2,874,754.91
480135         5000.0         2,879,754.91
480137         1069.99        2,880,824.90
480138         5129.81        2,885,954.71
480139         2869.86        2,888,824.57
480140         587.3          2,889,411.87
480141         2500.0         2,891,911.87
480142         2500.0         2,894,411.87
480143         11000.0        2,905,411.87
480145         589.16         2,906,001.03
480147         357.58         2,906,358.61
480148         1500.0         2,907,858.61
480149         3886.33        2,911,744.94
480150         2489.64        2,914,234.58
480151         5000.0         2,919,234.58
480153         4200.0         2,923,434.58
480154         8000.0         2,931,434.58
480155         9556.5         2,940,991.08
480157         3700.0         2,944,691.08
480160         310.0          2,945,001.08
480161         5000.0         2,950,001.08
480162         1400.0         2,951,401.08
480163         3000.0         2,954,401.08
480164         1400.0         2,955,801.08
480165         5050.0         2,960,851.08
480166         6284.81        2,967,135.89
480168         264.71         2,967,400.60
480169         357.91         2,967,758.51
480171         400.0          2,968,158.51
480172         1300.0         2,969,458.51
480173         2100.0         2,971,558.51
480174         2500.0         2,974,058.51
480175         900.0          2,974,958.51
480176         4900.0         2,979,858.51
480295         12700.0        2,992,558.51
480551         12500.0        3,005,058.51
480650         9500.0         3,014,558.51
480787         12000.0        3,026,558.51
480843         1500.0         3,028,058.51
480969         3744.55        3,031,803.06
480971         9470.0         3,041,273.06
482267         1031.44        3,042,304.50
482282         15.0           3,042,319.50
482301         22.75          3,042,342.25
482302         3.29           3,042,345.54
482303         55.42          3,042,400.96
482304         13.47          3,042,414.43
482371         3.5            3,042,417.93
482390         446.96         3,042,864.89
482394         10.0           3,042,874.89
482417         67.17          3,042,942.06
482424         502.75         3,043,444.81
482425         9700.0         3,053,144.81
482426         1666.0         3,054,810.81
482427         5300.0         3,060,110.81
482428         1500.0         3,061,610.81
482429         800.0          3,062,410.81
482432         1357.41        3,063,768.22
482433         470.0          3,064,238.22
482434         1676.01        3,065,914.23
482436         1437.91        3,067,352.14
482437         2612.0         3,069,964.14
482443         1709.6         3,071,673.74
482444         811.11         3,072,484.85
482460         1400.0         3,073,884.85
482624         2619.99        3,076,504.84
483235         325.33         3,076,830.17
483236         344.69         3,077,174.86
483269         1827.82        3,079,002.68
483301         4500.0         3,083,502.68
484265         107.35         3,083,610.03
485167         6000.0         3,089,610.03
485168         4199.65        3,093,809.68
